handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
OneGreenPlanet,are you ready for summer yet  here are some great tips on staying healthy   green while camping    vegan  travel,NA,6,1,5/18/2011 22:01,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,2,1
OneGreenPlanet,cruelty free lips  a guide to vegan lip balms    as march ducks out and we welcome beautiful       vegan,NA,NA,1,4/20/2011 2:29,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,thanks robin burns for sharing this recipe  kale and grilled tomato salad    vegan,NA,2,2,8/31/2011 21:30,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,u s  limits use of chimps in biomedical research    vegan,NA,3,1,12/18/2011 21:19,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,vegans in the rise of ultra running    it used to be the case that completing a marathon was seen as      vegan,NA,2,1,4/29/2011 6:01,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,one of our most popular recipes this week  raw chocolate fudge cake   vegan  raw,NA,2,1,6/11/2011 3:17,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,2,1
OneGreenPlanet,if pres   clinton can do it  so can you  get green   energized with a plant based diet    vegan,NA,4,NA,8/22/2011 5:40,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,2,1
OneGreenPlanet,a long walk to the ocean  the evolution of whales    it may come as a surprise to many that whales and      vegan,NA,4,NA,4/18/2011 18:02,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,animal welfare groups urge chinese to stop eating dogs    vegan,NA,9,1,11/26/2011 18:21,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,warning  this link may lead to uncontrollable  vegan dessert cravings   recipe,1,4,1,9/14/2011 1:50,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,2,1
OneGreenPlanet,recipe  vegan chocolate gravy    vegan,1,3,3,11/7/2011 9:33,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,does cow s milk alleviate pms symptoms       after its  200 million campaign suggesting milk drinking      vegan,NA,5,NA,8/9/2011 16:50,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet, the rights of animals is the next frontier in the search for both justice   environmental sanity   maude barlow   vegan,NA,4,1,9/8/2011 3:47,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,more than 70 per cent of deforested land becomes cattle pasture    deforestation  vegan  green  eco,NA,9,2,7/13/2011 21:55,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,4,1
OneGreenPlanet,meet yvette  the chimp who survived 30 years in medical research    meet yvette  she was born in the      vegan,NA,6,NA,6/6/2011 6:08,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,vegan wines  all you ever wanted to know but were too afraid to ask    many people think that wine is vegan      vegan,1,4,1,7/4/2011 18:08,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,1,1
OneGreenPlanet,3 rules of  fashion  shop less  shop smart and shop  vegan  ,NA,1,1,5/14/2011 2:30,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,2,1
OneGreenPlanet,wisconsin milk board overstates dairy s benefits to children   gotmilk  gotlies  dairy  vegan,NA,4,NA,10/16/2011 22:26,Buy the #EatForThePlanet book and subscribe to the podcast! https://t.co/qftJP5wSCC,68526,94588,7016,8279,4/18/2010 19:34,FALSE,FALSE,OneGreenPlanet,"Los Angeles, CA",en,134555743,2346,FALSE,4,1
OnPointRadio,talking  vegan diet    veganism on monday  11 am et   isachandra  bittman ,NA,9,2,1/8/2011 2:58,"NPR's On Point, a two-hour live show on the news, culture and more. Hosted by @MeghnaWBUR and @davidfolkenflik. Weekdays from 10 to noon EST.",95255,63948,27044,927,3/6/2009 20:15,FALSE,TRUE,OnPointRadio,"WBUR, stations nationwide",en,23112236,1873,FALSE,2,1
OnPointRadio,cooking up a show on  vegan food  diet w   isachandra    molliekatzen    cookbook  veganism   live 11 am et ,NA,5,NA,1/14/2011 20:20,"NPR's On Point, a two-hour live show on the news, culture and more. Hosted by @MeghnaWBUR and @davidfolkenflik. Weekdays from 10 to noon EST.",95255,63948,27044,927,3/6/2009 20:15,FALSE,TRUE,OnPointRadio,"WBUR, stations nationwide",en,23112236,1873,FALSE,3,1
opensourcevegan,check out this beautiful  vegan cake by  aianekarla ,NA,1,1,12/8/2011 6:07,I've been a vegetarian for 19 years and a vegan for 9 years. I've worked at lifestyle centers & vegan restaurants. True health education is needed in America!,3011,712,151,588,5/18/2010 1:18,FALSE,FALSE,opensourcevegan,,en,145058327,54,FALSE,1,1
OpinionessWorld,mmmm   sipping  vegan white russian w  vanilla soymilk while i get ready to go out  remind me why i m going out again  ,NA,NA,NA,1/1/2011 6:28,Feminist vegan. Film critic. Freelance writer. @BitchFlicks Editor. @BOFCA member. Animal lover. Patriarchy smasher.,71650,5414,29105,2310,4/14/2010 21:27,FALSE,FALSE,OpinionessWorld,"Boston, MA",en,133038331,388,FALSE,1,0
OR_GANIC,let s talk  vegan   a lighthearted look at living  dressing  eating vegan    thanks  ecosalon    amytropolis ,NA,4,NA,10/2/2011 3:58,"Living for love, connection, compassion and transformation. Leader I Activist I Vegan baker I VP, Communications @TheHumaneLeague I Independently opinionated",2577,687,319,621,5/6/2009 21:16,FALSE,FALSE,OR_GANIC,"New York, NY",en,38278495,50,FALSE,1,1
OrganicAuthorit,meatless monday recipe roundup   vegan truffles ,NA,2,NA,12/5/2011 23:10,"We obsessively cover food, nutrition, wellness, natural beauty & more. Named by @HuffingtonPost one of top 35 Diet & Nutrition Experts To Follow On Twitter!",38050,34622,450,1532,10/28/2008 5:44,FALSE,FALSE,OrganicAuthorit,Los Angeles,en,17016337,1496,FALSE,1,1
OrganicBlair,what happens when the world is  vegan   peta s infographic  treehugger    climate,NA,2,NA,6/12/2011 6:28,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
OrganicBlair,vegans have a point  sorry  meat lovers  time    vegan  health,NA,3,1,4/2/2011 23:42,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
OrganicBlair,what happens when the world is  vegan   peta s infographic  treehugger    climate,1,1,1,8/27/2011 20:37,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
OrganicBlair,what happens when the world is  vegan   peta s infographic  treehugger    climate,NA,1,1,9/15/2011 8:37,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
OrganicBlair,vegans have a point  sorry  meat lovers  time    vegan  health,NA,4,1,5/4/2011 17:42,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
OrganicBlair,what happens when the world is  vegan   peta s infographic  treehugger    climate,NA,NA,2,5/17/2011 11:08,"Nomadic Canadian, 12 Countries & Counting. ESL Teacher for Kids in China. Also, an Entrepreneur Interested in Bitcoin, Altcoin & Organic Food/Supplements",208954,47034,5125,1409,2/5/2009 3:51,FALSE,FALSE,OrganicBlair,"Chiang Mai, Thailand",en,20118774,4859,FALSE,2,1
ourhenhouse,jonathan balcombe s  vegan t shirt day is such an easy way to reach people with messages of  compassion  ,NA,1,NA,6/2/2011 17:43,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,1
ourhenhouse,a certificate in plant based nutrition  where do we sign up  check out this  vegan  nutrition learning program  ,1,6,4,7/21/2011 20:14,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,1
ourhenhouse,read our guest blog on  onegreenplanet that talks about creative activism   hosting ar related movie screenings    vegan,NA,2,NA,6/8/2011 21:57,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,our hen house will be at  bostonvegfest  too  speaking on saturday and an exhibitor  can t wait   vegan  kira morehouse  homefreetreats,1,1,1,10/28/2011 0:47,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,0
ourhenhouse,who knew that dinner and a movie can change the world  it can  so host one sometime soon    vegan,NA,1,1,6/13/2011 19:55,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,win a copy of  the natural  vegan kitchen  by christine waltermyer   nkcookingschool    check out our q a with her too ,NA,1,1,6/27/2011 18:40,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,any  vegan folks looking to work for an incredible animal protection org  one of our faves   animal place is hiring  ,NA,1,NA,12/8/2011 23:24,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse, vegan pop up restaurant  wildflower  coming to  nyc this weekend  we love the idea of these popping up elsewhere  too  ,NA,3,1,6/8/2011 18:30,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,1
ourhenhouse,please rt  incredible grant opportunity for  animalrights groups from  humaneresearch    vegan,NA,4,NA,11/29/2011 2:46,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,1
ourhenhouse,we are having a blast at the  animallawconference at lewis   clark in  pdx our talk on animal activism is tomorrow  sunday  at 11 a m  vegan,NA,4,NA,10/16/2011 5:41,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,3,0
ourhenhouse,thrift stores benefiting animals    we re surprised no one has combined the two earlier    vegan,NA,1,1,5/26/2011 22:16,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,the amazing dc based  vegan bakery   stickyfingersdc  just won cupcake wars  making it cupcake wars  second vegan win  that s how you do it ,NA,14,2,3/9/2011 9:16,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,0
ourhenhouse,come  hen party  11 2  nyc  myqkaplan performs   vautecouture coat for raffle   sweetcheeksvb feeds us  vegan cupcakes  ,NA,2,NA,9/30/2011 20:42,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,a cafeteria at the u of north texas has gone totally  vegan  we love this delicious story  ,NA,5,NA,8/11/2011 19:31,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,help us raise  1 000 for our hen house by donating whatever you can to jasmin s birthday wish    vegan,NA,4,NA,10/11/2011 7:40,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,podcast episode 73  features lawyer activist professor rebecca huss  review of war horse    animal rights news    vegan,NA,2,NA,6/4/2011 17:23,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,our hen house is seeking a part time intern  telecommuting okay     veganjobs  vegan,NA,9,2,8/31/2011 21:43,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse,it s job week at ohh  we re highlighting a bunch of exciting  vegan job opportunities  today  work for  drfuhrman  ,NA,3,NA,12/26/2011 22:02,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,1,1
ourhenhouse, nyc  vegan folks  join us   mercyforanimals   ajshannon tonight  jivamuktea cafe  changemaking wrkshp   cooking demo   ,NA,4,NA,12/3/2011 1:54,Podcasts for people who want to change the world for animals.,23807,14325,5195,3689,1/12/2010 5:32,FALSE,FALSE,ourhenhouse,NYC,en,104080028,413,FALSE,2,1
OxbloodRuffin,chinese restaurant chicken  picture    snort   vegan,NA,1,2,4/6/2011 20:39,Hacktivist | Crypto | Leica,84658,6493,295,617,11/7/2007 9:32,FALSE,FALSE,OxbloodRuffin,Berlin,en,10027222,480,FALSE,1,1
OxygenLynne,i m sick of the mercury in fish  the hormones in pork  the antibiotics in beef  the steroids in poultry  i m sick of being poisoned   vegan,NA,6,1,9/13/2011 3:47,,60032,24325,602,31930,12/8/2008 12:06,FALSE,FALSE,OxygenLynne,Florida,en,17961246,629,FALSE,1,0
pacificlectic,recipe  blueberry muffin bread pudding  fun dessert based on a  smurfs theme  vegetarian  vegan,NA,1,1,11/15/2011 20:08,"Pacificlectic: Pacific Northwest Concert Reviews and Eclectic Music News [based in Eugene Oregon, but travels a lot]",950,622,332,718,6/20/2011 22:19,FALSE,FALSE,pacificlectic,Pacific Northwest,en,321024144,8,FALSE,3,1
pakinamamer,we are egypt   muslimbrother  copt  athiest  artist  poor  posh  hippy  vegan  educated  illiterate  activist  geek  young  old  jan25,NA,60,9,2/8/2011 6:33,"Investigative journalist. Science storyteller. @KSJatMIT fellow. Researching VR/AR. @NatureMEast chief editor. views mine, RTs not endorsements. pakinam@mit.edu",48918,26854,18738,960,4/17/2008 17:41,FALSE,FALSE,pakinamamer,"Cambridge, MA",en,14423451,608,FALSE,15,0
PaleoVillage,vitamin d and its effect on muscle strength   paleo  lowcarb  vegan  vegetarian  health  weightloss  dukan,NA,3,3,12/17/2011 0:03,"Lose extra weight, reduce stress & increase energy levels, look younger and feel fantastic, sleep well and avoid heart disease, diabetes.",9581,7027,0,9450,3/25/2011 4:12,FALSE,FALSE,PaleoVillage,Southern California,en,271764499,187,FALSE,7,1
PandaWithCookie,new  vegan blog launched today   check out vegans on the move   ,NA,5,1,6/13/2011 19:45,NWSL Thorns FC Crafting Arting Sewing Arm Wrestling,7152,868,698,264,5/7/2009 17:14,FALSE,FALSE,PandaWithCookie,eh,en,38471803,82,FALSE,1,1
parkvine,senate restaurant in food   wine magazine   cincinnati  vegan  hotdog,NA,7,NA,5/18/2011 3:12,"Bicycling, nature, exploration, camping, backpacking, cooking, coffee, snacks, NPR, old neighborhoods, the West. Formerly account for Park + Vine.",20722,8459,1700,2012,4/19/2009 15:33,FALSE,FALSE,parkvine,"Boulder, CO",en,33226309,248,FALSE,3,1
parkvine,pre spring spring cleaning saley sale through feb  20 at  parkvine   vegan  shoplocal  shopcincy  treehugger,NA,4,NA,2/17/2011 21:02,"Bicycling, nature, exploration, camping, backpacking, cooking, coffee, snacks, NPR, old neighborhoods, the West. Formerly account for Park + Vine.",20722,8459,1700,2012,4/19/2009 15:33,FALSE,FALSE,parkvine,"Boulder, CO",en,33226309,248,FALSE,4,1
parkvine,we re just a locally owned biz in  cincinnati selling family owned  amys kitchen mac and cheese  pizza w   daiyacheese  pot pies   vegan,NA,1,1,11/30/2011 22:05,"Bicycling, nature, exploration, camping, backpacking, cooking, coffee, snacks, NPR, old neighborhoods, the West. Formerly account for Park + Vine.",20722,8459,1700,2012,4/19/2009 15:33,FALSE,FALSE,parkvine,"Boulder, CO",en,33226309,248,FALSE,2,0
parkvine,park   vine nominated favorite  vegan storefront  3 days left to vote  vegnews  11 veggie awards poll  voting ends 8 31 ,NA,4,NA,8/28/2011 19:08,"Bicycling, nature, exploration, camping, backpacking, cooking, coffee, snacks, NPR, old neighborhoods, the West. Formerly account for Park + Vine.",20722,8459,1700,2012,4/19/2009 15:33,FALSE,FALSE,parkvine,"Boulder, CO",en,33226309,248,FALSE,1,1
patricksmovment,being  vegan and saving animals    goes hand in hand doesn t it   woof,2,4,1,11/9/2011 10:32,Patrick gripped our nation & others followed... US animal cruelty laws won't be reformed without your voice. Let's GO! http://t.co/qzxKtAIS,32149,3558,1018,626,4/9/2011 4:16,FALSE,FALSE,patricksmovment,USA,en,279373401,114,FALSE,1,0
PatxisPizza, vegan pizza fest contest     post ur fave vegan pizza combo   name  it 2 win pizza ,NA,6,NA,6/8/2011 4:07,"The best #deepdish #pizza in the Bay Area, Santa Barbara, Denver, & Seattle! #glutenfree #vegan #PatxisPizza",17969,6069,10275,3217,12/16/2009 20:14,FALSE,FALSE,PatxisPizza,CA | CO | WA,en,97280424,253,FALSE,1,1
PaulHShapiro,very cool   7eleven now offering many new  vegan options at tons of locations in  pa   nj   ny     ma  ,NA,4,NA,9/14/2011 19:13,CEO: https://t.co/5D4e9bvxmE. Author: WashPost bestseller https://t.co/JC0582CzTa. Co-Host: https://t.co/tGMs1klb56. Four-time @TEDx speaker: https://t.co/sMNWmqv1GB,5513,16040,20254,234,2/23/2009 16:10,FALSE,TRUE,PaulHShapiro,"California, USA",en,21663950,420,FALSE,5,1
PaulHShapiro,ozzy osbourne  who once bit off a bat s head  now says he s giving  vegan eating a try  ,1,4,NA,10/26/2011 17:55,CEO: https://t.co/5D4e9bvxmE. Author: WashPost bestseller https://t.co/JC0582CzTa. Co-Host: https://t.co/tGMs1klb56. Four-time @TEDx speaker: https://t.co/sMNWmqv1GB,5513,16040,20254,234,2/23/2009 16:10,FALSE,TRUE,PaulHShapiro,"California, USA",en,21663950,420,FALSE,1,1
PaulHShapiro,big  wsj feature on increasing popularity of  vegan baking  check it out  ,NA,5,NA,10/17/2011 20:04,CEO: https://t.co/5D4e9bvxmE. Author: WashPost bestseller https://t.co/JC0582CzTa. Co-Host: https://t.co/tGMs1klb56. Four-time @TEDx speaker: https://t.co/sMNWmqv1GB,5513,16040,20254,234,2/23/2009 16:10,FALSE,TRUE,PaulHShapiro,"California, USA",en,21663950,420,FALSE,1,1
PBS,looking for some vegetarian recipes   vegan show host laura theodore shares her holiday menu ideas w   pbsfood ,2,22,9,12/14/2011 8:30,PBS invites you to discover new ideas and explore new worlds. Join us here for conversation.,73749,2254242,6863,52580,1/11/2008 22:05,FALSE,TRUE,PBS,"Arlington, VA",en,12133382,18086,FALSE,1,1
PBS,need some vegetarian recipes   vegan show host laura theodore shares her holiday menu ideas w   pbsfood ,2,29,3,12/13/2011 21:16,PBS invites you to discover new ideas and explore new worlds. Join us here for conversation.,73749,2254242,6863,52580,1/11/2008 22:05,FALSE,TRUE,PBS,"Arlington, VA",en,12133382,18086,FALSE,1,1
pbsparents,a recipe for rich and creamy pumpkin spice ice cream  it s  vegan and  gluten free too  ,2,13,6,11/23/2011 19:57,"Parenting tips and articles, learning activities, family-friendly recipes, cool crafts and more!",10941,1025717,241,3739,4/30/2009 21:44,FALSE,TRUE,pbsparents,Everywhere,en,36782022,3552,FALSE,2,1
PCC,who else is thinking about a meatless meal this holiday season  check out our interactive holiday guide    vegan,2,2,NA,11/6/2011 23:46,"Seattle's locally grown, community-owned food market since 1953, with 11 certified organic neighborhood stores in the Puget Sound region. #PCCEatUp",20387,17659,8982,3571,3/20/2007 10:46,FALSE,TRUE,PCC,"Seattle, WA",en,1612021,927,FALSE,1,1
PCC,bill clinton talks about being a vegan    vegan,NA,2,1,8/26/2011 23:21,"Seattle's locally grown, community-owned food market since 1953, with 11 certified organic neighborhood stores in the Puget Sound region. #PCCEatUp",20387,17659,8982,3571,3/20/2007 10:46,FALSE,TRUE,PCC,"Seattle, WA",en,1612021,927,FALSE,1,1
PCRM,today s kickstart message is about why ginnifer goodwin went  vegan  if you re vegan  what was your reason  ,NA,2,NA,1/19/2011 21:40,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,rt  robertcheeke film  forksoverknives opens in la   nyc 5 6  nationwide 5 13  make  vegan  diet national phenomenon  ,NA,4,NA,5/6/2011 23:38,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,2,1
PCRM,get the skinny on reaching your goal from skinny bitch author  roryfreedman   vegan kickstart day 16  ,NA,4,NA,1/18/2011 21:26,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,rt  crazysexydiet  get energized with a smoothie  check out day 5 of  pcrm  s 21 day  vegan kickstart  ,NA,3,1,1/7/2011 20:27,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,rt  onegreenplanet  the amazing documentary  forksoverknives and  pcrm hit capitol hill this week    vegan,NA,6,NA,10/28/2011 1:30,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,yet another study supports  vegan diets for weight loss   overall nutrition   nealdbarnard s blog  ,2,19,1,6/15/2011 2:13,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,ready  set  go  20th rt wins  veganist by  kathyfreston who s on  theoprahshow today    who  oprah calls the  vegan trailblazer  ,NA,23,NA,2/2/2011 0:03,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,3,0
PCRM,21 day  vegan kickstart begins tomorrow  free program w  meal plans  nutrition webcasts  celeb coaches  ,NA,21,2,4/3/2011 20:32,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
PCRM,david zabriskie will be the 1st cyclist to take on  tourdefrance as an  almost   vegan ,NA,1,2,6/29/2011 20:24,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,2,1
PCRM,want to try a  vegan diet after seeing how  oprah s staff benefited from it  order our free veg starter kit  ,NA,16,1,2/2/2011 3:39,"The Physicians Committee for Responsible Medicine promotes preventive medicine, conducts clinical research, and encourages higher standards in research.",10080,53103,5679,20691,5/5/2009 23:14,FALSE,TRUE,PCRM,"Washington, D.C.",en,38048560,1271,FALSE,1,1
